"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"LOC138570270","OK",0.110012981721375,1.22645908431113,0.00668210365727288,"LOC138570270",0.162496570897016
"SWI5","OK",0.110031989647808,1.22635801226713,0.00666004745944718,"SWI5",0.162511289058199
"TAGAP","OK",0.110062197869443,1.22619740995922,0.00634866171640064,"TAGAP",0.162542545670109
"AARS2","OK",0.110135577272381,1.22580741930602,0.00662203707379832,"AARS2",0.162637548162107
"TMTC3","OK",0.11020381453878,1.22544492486791,0.00669237008149215,"TMTC3",0.162724942256522
"LOC138480789","OK",0.110353048204302,1.22465271675245,0.00647124530846956,"LOC138480789",0.162931909968885
"ZBTB12","OK",0.110534451067826,1.22369077195389,0.00667520560548542,"ZBTB12",0.163186336320147
"LANCL2","OK",0.11062597227839,1.22320588189258,0.0066876980438172,"LANCL2",0.163308035968345
"TTLL2","OK",0.110636923756122,1.22314787894826,0.00637856817404806,"TTLL2",0.163310786914531
"GPR84","OK",0.110715419651815,1.22273225699794,0.00658772639779949,"GPR84",0.163411100562432
"LOC138527752","OK",0.110723069585319,1.22269176324076,0.00660719040903201,"LOC138527752",0.163411100562432
"LOC138503630","OK",0.110796349252679,1.22230397003289,0.00644934477534741,"LOC138503630",0.163505822129477
"AOAH","OK",0.110840953036099,1.22206801847523,0.00636375035256213,"AOAH",0.163558213668805
"PHETA2","OK",0.110974934335896,1.22135967357652,0.00665032732850692,"PHETA2",0.163742472289683
"C7QH1orf52","OK",0.111004592414497,1.2212029572847,0.00661379324007906,"C7QH1orf52",0.163772785360304
"LOC138503858","OK",0.111237293247315,1.2199743819632,0.00665593570645768,"LOC138503858",0.164102631939435
"ATF6B","OK",0.111313292239859,1.21957353373665,0.00656338925356782,"ATF6B",0.164201269212794
"TMEM44","OK",0.111433542926974,1.21893968490649,0.00643184357489525,"TMEM44",0.164365161815458
"ZNF501","OK",0.111460711922469,1.21879654325294,0.00664937532446479,"ZNF501",0.164391742715592
"LRR1","OK",0.111534873804197,1.21840594352569,0.00660718190271707,"LRR1",0.164487622672255
"PLPP2","OK",0.111750056379085,1.21727365936604,0.00665150565316705,"PLPP2",0.164791442075509
"LOC138526913","OK",0.111921018763907,1.21637517176483,0.00638321559329709,"LOC138526913",0.165030007974679
"SNX15","OK",0.111987472544402,1.21602619084308,0.00663671907526177,"SNX15",0.165114447130202
"LOC138520652","OK",0.112021892775756,1.21584549177688,0.00645362086903347,"LOC138520652",0.165151646007083
"KIFC2","OK",0.112069103769032,1.21559770841829,0.00655182368274007,"KIFC2",0.165207694399467
"THAP2","OK",0.112096156539658,1.21545575760983,0.00662876471721384,"THAP2",0.165234019606075
"LIM2","OK",0.112176636239316,1.21503361072351,0.00652917560005469,"LIM2",0.165339087370449
"PDP2","OK",0.112422643322724,1.21374454982147,0.0065988040111492,"PDP2",0.165688091569699
"ZBTB4","OK",0.112439242332678,1.21365764471769,0.00663366512017389,"ZBTB4",0.165698965451716
"LOC138580550","OK",0.112464121538019,1.21352740532114,0.00633252827101852,"LOC138580550",0.165722038871521
"LOC138526885","OK",0.112556070856906,1.21304624114713,0.00652876612392021,"LOC138526885",0.165843931887389
"LOC138565985","OK",0.112665626308541,1.21247331174988,0.00621601944878418,"LOC138565985",0.165984436302609
"TRNT1","OK",0.112669902839133,1.21245095534577,0.00660874001352022,"TRNT1",0.165984436302609
"TAMALIN","OK",0.112873907986067,1.21138518149269,0.00660379995633366,"TAMALIN",0.166271344086369
"LOC138468531","OK",0.1129340483473,1.21107125570466,-0.000255092593412088,"LOC138468531",0.166346299082047
"DUSP14","OK",0.113073414712396,1.21034423763473,0.00660209274062008,"DUSP14",0.166537928233896
"FDXR","OK",0.113654086725903,1.20732196858253,0.00652742161398353,"FDXR",0.167379440949391
"CCNH","OK",0.113722024317472,1.20696908852913,0.00658782123398141,"CCNH",0.167465768826106
"DEPDC5","OK",0.113754400737241,1.2068009724574,0.00658838818578891,"DEPDC5",0.167490133055059
"LOC138516076","OK",0.113757210569671,1.20678638387971,0.00646911432880165,"LOC138516076",0.167490133055059
"NCLN","OK",0.11381151500355,1.20650448708887,0.00659219547298322,"NCLN",0.167556359545616
"ANKRD66","OK",0.113962735659836,1.20571999854988,-0.00025569686961029,"ANKRD66",0.167765246154441
"CASZ1","OK",0.114124887221029,1.20487962726486,0.00650916193215633,"CASZ1",0.167990188676432
"USH1G","OK",0.114155900852378,1.20471899204973,0.00587413978390331,"USH1G",0.168022077018366
"INPP5D","OK",0.11425832759954,1.20418869308144,0.00646653330215626,"INPP5D",0.168159061995392
"AP4E1","OK",0.114355088238339,1.20368804039924,0.00656837188015091,"AP4E1",0.168287686155348
"LOC138581792","OK",0.114780970863534,1.20148804351489,0.00545744839535372,"LOC138581792",0.168900593385007
"CDK5","OK",0.114945191567151,1.20064127449438,0.00650378361893764,"CDK5",0.16912839535427
"NAAA","OK",0.115073294658958,1.19998133544316,0.00648792204594541,"NAAA",0.169303021534426
"DENND2C","OK",0.115332653190994,1.19864681535134,0.00646838567411747,"DENND2C",0.169670714518393
"PRTG","OK",0.115378465314325,1.19841131244645,0.0063331633883886,"PRTG",0.169724215921613
"FKBP4","OK",0.115393069335833,1.19833625263131,0.00654872038984011,"FKBP4",0.169731804531793
"DOCK2","OK",0.115408210337926,1.19825844004215,0.00652539780106207,"DOCK2",0.169740181680514
"LOC138565886","OK",0.115651218394874,1.19701056514045,0.00592304011393003,"LOC138565886",0.170083672522783
"LOC138487803","OK",0.115752970911887,1.19648860727057,0.00634383751655295,"LOC138487803",0.170214254503245
"TRMT6","OK",0.115758954050315,1.19645792583022,0.00653067430644257,"TRMT6",0.170214254503245
"SIGLEC12","OK",0.115992536093756,1.19526099991192,0.00625850114582329,"SIGLEC12",0.170543763181541
"RNF167","OK",0.116008376120968,1.19517989410213,0.00652126099878509,"RNF167",0.170553098166881
"LOC138580303","OK",0.116022233929887,1.19510894430679,0.00615160320825836,"LOC138580303",0.170559517647258
"APLF","OK",0.116048873959299,1.19497256845538,0.0064859202763814,"APLF",0.17058472515735
"LOC138511101","OK",0.116224632950077,1.19407337808348,0.00627631930695062,"LOC138511101",0.170829106340004
"ZNF765","OK",0.116311777136984,1.1936279025737,0.00646864673108534,"ZNF765",0.170943210530105
"PRR15","OK",0.116546978887819,1.19242674710066,0.00591012673886113,"PRR15",0.171274878198733
"LOC138472688","OK",0.11689492973345,1.19065294021413,0.0060228897391048,"LOC138472688",0.171772171666538
"TGFA","OK",0.117121511773623,1.18949986641937,0.0064309335340267,"TGFA",0.172091052050041
"EDC3","OK",0.117147060934721,1.1893699461807,0.0064900028312534,"EDC3",0.172100448413745
"SLC12A1","OK",0.117142226126759,1.18939453016035,-0.000257540378843379,"SLC12A1",0.172100448413745
"UBXN6","OK",0.117355978253559,1.18830833147762,0.00647828800752654,"UBXN6",0.172393274684578
"LOC138579921","OK",0.117429002919576,1.18793757187555,0.00630187447052857,"LOC138579921",0.172486446171717
"LOC138581157","OK",0.117692067190078,1.18660329811585,0.00637161622259531,"LOC138581157",0.172858720670674
"TM7SF3","OK",0.11770427423565,1.18654143471054,0.00646897663504589,"TM7SF3",0.172862521086517
"PIH1D1","OK",0.117818559546561,1.18596247468967,0.00644437275759496,"PIH1D1",0.173016222526085
"LOC138548640","OK",0.118000666956847,1.1850407540009,0.00614726606112114,"LOC138548640",0.173269487270349
"ATP8A2","OK",0.118282616088593,1.18361567599763,0.00636713434978861,"ATP8A2",0.173669303955553
"DHDDS","OK",0.118431459400531,1.18286433385306,0.00644685908552209,"DHDDS",0.173873637698329
"N6AMT1","OK",0.118555127632964,1.18224057981657,0.00640560882813937,"N6AMT1",0.174040980603249
"TUBGCP5","OK",0.118601316599336,1.18200773126748,0.00645104050786337,"TUBGCP5",0.174094564555634
"FAM110A","OK",0.11879756250827,1.18101912709744,0.00632618958553557,"FAM110A",0.174368389959455
"OARD1","OK",0.119005674471093,1.17997200625252,0.00640822620573958,"OARD1",0.174659585939689
"NXPE3","OK",0.119020072601316,1.17989960952192,0.00638322631106104,"NXPE3",0.174666451992294
"RNF2","OK",0.119157791032083,1.17920744544594,0.00643126077151331,"RNF2",0.174854279343993
"LOC138527866","OK",0.119192499191749,1.17903309355026,-0.000258710415965788,"LOC138527866",0.174876650104158
"LOC138566097","OK",0.119192499191749,1.17903309355026,-0.000258710415965788,"LOC138566097",0.174876650104158
"ZNF354C","OK",0.119343075705436,1.17827710683915,0.00639561966690589,"ZNF354C",0.175083277853432
"DLX4","OK",0.119408777572884,1.17794745398191,0.00593389943084898,"DLX4",0.175165365957937
"LTB4R","OK",0.119441793874061,1.17778184615343,0.00634899052399851,"LTB4R",0.175185197185511
"NAPRT","OK",0.119435562533832,1.17781309971723,0.00639081441635934,"NAPRT",0.175185197185511
"BBS4","OK",0.119997641944108,1.17499858004109,0.0063754988118146,"BBS4",0.175986095302017
"PEX10","OK",0.120009723524024,1.17493818567312,0.00633357364839475,"PEX10",0.175989450932488
"GRHL2","OK",0.120147861605587,1.17424795438493,0.00631165855030425,"GRHL2",0.176177647739894
"LOC138526107","OK",0.120299703968385,1.17348989210598,0.00631607382035906,"LOC138526107",0.176385907336152
"TEX30","OK",0.120453889270202,1.17272082229176,0.00627996629782284,"TEX30",0.176597567935508
"LOC138471782","OK",0.120609024886268,1.17194771176893,0.00637774355284637,"LOC138471782",0.176810587143599
"COQ6","OK",0.120645833147324,1.17176438244213,0.00635796635154516,"COQ6",0.176850120047102
"LOC138487549","OK",0.120697889731481,1.17150517366079,0.00627469990454553,"LOC138487549",0.176911996612945
"LOC138565930","OK",0.120732948546622,1.17133064733803,0.00567751198505378,"LOC138565930",0.176948950769334
"LRRC4C","OK",0.120887390348703,1.17056224486162,0.00610367892007831,"LRRC4C",0.177160855045359
"TOMM70","OK",0.120964420131443,1.17017925270444,0.00638710482625286,"TOMM70",0.177259286452094
"LOC138566286","OK",0.120985134374005,1.17007629075013,0.00628572542389628,"LOC138566286",0.177275184662498
"PHF3","OK",0.121020771815324,1.16989918075318,0.00638006070691539,"PHF3",0.177312944926325
"GTF3C5","OK",0.121036294958948,1.16982204572432,0.00635047984928601,"GTF3C5",0.177321231078778
"PXMP4","OK",0.121322790713859,1.16839968631189,0.0063601443000301,"PXMP4",0.177726465242361
"LOC138581073","OK",0.121395614869549,1.16803851435727,0.00635381098854504,"LOC138581073",0.177818650081985
"LOC138498666","OK",0.121418866320399,1.16792323069443,0.00628648133899014,"LOC138498666",0.17783821238712
"PROX1","OK",0.121477359032709,1.16763328497467,0.00628205187670385,"PROX1",0.177909384011229
"LOC138566851","OK",0.121546159121965,1.16729237163761,-0.000260036205139671,"LOC138566851",0.177995638450144
"PHF7","OK",0.121611381102656,1.16696931350869,0.00605675157872674,"PHF7",0.178076639375386
"EPS8L3","OK",0.121791855696424,1.16607601919972,-0.000260173558439212,"EPS8L3",0.178326378787969
"HSD17B8","OK",0.121987882105162,1.16510680118543,0.00633319086291231,"HSD17B8",0.178598846458347
"MGAT2","OK",0.122094967557657,1.16457779799775,0.00634211139298804,"MGAT2",0.178741064522289
"ANKRD13D","OK",0.122193517572969,1.16409124776032,0.00633715073238271,"ANKRD13D",0.178870764971184
"LOC138581918","OK",0.12226867445391,1.16372037665554,0.00615346853821193,"LOC138581918",0.178966203464752
"OLIG2","OK",0.1223043455944,1.16354440891643,0.00629582748369912,"OLIG2",0.179003835342187
"FER1L4","OK",0.122319756721135,1.163468396107,0.00629217386739628,"FER1L4",0.179011811082238
"COPS7A","OK",0.122975697980015,1.1602392862381,0.00632506118238187,"COPS7A",0.179957108526129
"NSF","OK",0.123012815480977,1.16005692328889,0.00632233253328756,"NSF",0.17999676689139
"SYT12","OK",0.12321426126323,1.15906786697747,0.00617616543012538,"SYT12",0.180276850260564
"LOC138570007","OK",0.123449472859442,1.15791446058788,0.00622075752932937,"LOC138570007",0.180606287330796
"LOC138528773","OK",0.123475356049441,1.15778763132712,0.00629247426777857,"LOC138528773",0.180629448730743
"POC1A","OK",0.123581119491392,1.15726957722308,0.00609642003651695,"POC1A",0.180769451954442
"RIPOR2","OK",0.123767644972326,1.15635668786337,0.00625969599103172,"RIPOR2",0.181027558208749
"SPT2","OK",0.123855786469111,1.1559256425721,0.00626970183929426,"SPT2",0.18114173377146
"CHCHD5","OK",0.124174857706573,1.1543670563266,0.00624771326787501,"CHCHD5",0.181593602944915
"LOC138567355","OK",0.124326235047942,1.15362859429693,0.005958105417142,"LOC138567355",0.18180018258699
"LOC138520989","OK",0.12457025116462,1.15243953642675,0.00581100537869354,"LOC138520989",0.182142181727276
"KCNIP3","OK",0.124647410060621,1.15206389034928,0.00590707139480547,"KCNIP3",0.182183305815408
"LOC138581153","OK",0.12463007375445,1.15214827754431,0.00620877449169317,"LOC138581153",0.182183305815408
"USP46","OK",0.124649067612712,1.15205582238365,0.00627933387408984,"USP46",0.182183305815408
"LOC138579620","OK",0.124648241690364,1.15205984246701,-0.000261756297176079,"LOC138579620",0.182183305815408
"TSSK3","OK",0.124648241690364,1.15205984246701,-0.000261756297176079,"TSSK3",0.182183305815408
"LOC138581000","OK",0.124668634415224,1.15196058863642,0.00613133197312835,"LOC138581000",0.182197085266882
"KLHL5","OK",0.124768844247652,1.1514730202109,0.00627266014262478,"KLHL5",0.182328708720038
"BNC1","OK",0.125169640998061,1.14952568471647,0.00622037243650121,"BNC1",0.18289953234145
"FLII","OK",0.125195520636944,1.1494000941032,0.00626117067960155,"FLII",0.182922473847133
"LOC138504277","OK",0.125245309724664,1.14915852493666,0.00604522057069735,"LOC138504277",0.182980342744082
"ARMC7","OK",0.125305148386657,1.14886828544705,0.00621984883303572,"ARMC7",0.183038003292817
"NEIL1","OK",0.125296949540845,1.14890804713889,0.00615020916451358,"NEIL1",0.183038003292817
"LOC138581263","OK",0.12566121305822,1.14714323860371,0.00601580487268546,"LOC138581263",0.183528417651558
"MEST","OK",0.12566130499637,1.14714279362646,0.00621455066879097,"MEST",0.183528417651558
"VPS39","OK",0.125708287706085,1.14691542875755,0.00624375423932149,"VPS39",0.183582115406611
"LOC138502968","OK",0.125757422990582,1.14667771027663,0.00597191107827204,"LOC138502968",0.183638947760503
"LOC138526879","OK",0.125943791411987,1.14577664079893,0.00554654669864211,"LOC138526879",0.183896151106965
"SCAND3","OK",0.12597899479028,1.14560654102068,0.00610115545242171,"SCAND3",0.183932607765789
"AADAT","OK",0.1260525820272,1.14525108067024,0.0061933353404877,"AADAT",0.184025095379704
"LRRC14","OK",0.126456718315098,1.14330148991562,0.00619181651010009,"LRRC14",0.184600099766232
"DNAJC17","OK",0.126633963055356,1.14244781432601,0.00617935055483607,"DNAJC17",0.184843823905837
"IRX5","OK",0.126722879690901,1.14201987267409,0.00572427759781132,"IRX5",0.184958589022539
"DOLK","OK",0.126922844203681,1.14105823845961,0.00618470740737493,"DOLK",0.185235402447832
"LOC138525663","OK",0.127467079902544,1.13844632462171,0.00609403573358998,"LOC138525663",0.186014570882631
"TMOD2","OK",0.127601703879976,1.13780142992157,0.00603464601037028,"TMOD2",0.186195908950319
"LOC138567555","OK",0.127799427692984,1.1368551224876,0.00617606138697552,"LOC138567555",0.186469285128526
"POMT2","OK",0.127820860885319,1.1367526042399,0.00615228534896611,"POMT2",0.186474114610051
"SLC35E1","OK",0.127823491584118,1.13674002202706,0.00617561023994013,"SLC35E1",0.186474114610051
"BCKDK","OK",0.127945986571488,1.13615434719559,0.00618826532556015,"BCKDK",0.186637663665041
"AIFM2","OK",0.128044758265201,1.13568238218206,0.00615868965116078,"AIFM2",0.186760719635804
"LOC138504777","OK",0.128051131142612,1.13565193907609,0.00603087583622853,"LOC138504777",0.186760719635804
"RAB21","OK",0.12813590746866,1.13524706437202,0.00618294530478906,"RAB21",0.186869197955837
"FMN1","OK",0.128215996509818,1.134864746069,0.00613934921496854,"FMN1",0.18697082344246
"GGT1","OK",0.128860461399628,1.13179430447429,0.00578725564070925,"GGT1",0.187895366062261
"ARID3B","OK",0.128889759959498,1.13165497001514,0.00615156824924721,"ARID3B",0.187907592606861
"SLC4A4","OK",0.128883689824321,1.13168383580714,0.00607836818406284,"SLC4A4",0.187907592606861
"PLXDC1","OK",0.129023953185074,1.13101707107653,0.00603859578573035,"PLXDC1",0.188087972640203
"STYX","OK",0.129046910547573,1.13090798739093,0.00615679897332151,"STYX",0.188106179634968
"NEK8","OK",0.129068862348273,1.13080369429431,0.00601351575700829,"NEK8",0.188122918030535
"ERBB2","OK",0.129209963845454,1.13013361390681,0.00614550073873729,"ERBB2",0.188313304971842
"NTAN1","OK",0.129579225325648,1.12838241601612,0.0061067460342961,"NTAN1",0.188836159200543
"TMEM204","OK",0.129857563148822,1.1270647012294,0.00600825210414557,"TMEM204",0.189226436083712
"CHRNA7","OK",0.129938813726298,1.12668041128196,0.00600630561762374,"CHRNA7",0.189319987014829
"LOC138491577","OK",0.129942833602722,1.12666140283682,0.00597512232722693,"LOC138491577",0.189319987014829
"R3HCC1L","OK",0.129994677326641,1.12641629033327,0.00612713659965428,"R3HCC1L",0.189380166320205
"RPAP2","OK",0.130379435860475,1.12459929709677,0.00611279435188965,"RPAP2",0.189925296888193
"CCNJ","OK",0.130441446906776,1.12430680185537,0.00608996875092796,"CCNJ",0.190000227033701
"LOC138514108","OK",0.130525472159139,1.12391062286417,0.00602763861750181,"LOC138514108",0.190107208194175
"SLC7A6OS","OK",0.130664283647527,1.12325651297762,0.00610259548185588,"SLC7A6OS",0.190293960381397
"CAPN7","OK",0.130701715279559,1.12308020924877,0.00610182668635274,"CAPN7",0.190333048911968
"ANKRD22","OK",0.130729219702569,1.12295068511709,0.00609489315399153,"ANKRD22",0.190344084543075
"MEIOSIN","OK",0.130730478098532,1.12294475951565,0.00480383813164478,"MEIOSIN",0.190344084543075
"ARMC3","OK",0.131006831440517,1.12164440611685,0.0058614580116315,"ARMC3",0.190731002267365
"COQ4","OK",0.131169103702407,1.12088173300392,0.00608207010556648,"COQ4",0.190951781718426
"LOC138472270","OK",0.131273522851441,1.12039131175337,0.00568509956301741,"LOC138472270",0.191088311514006
"SELP","OK",0.131384973398219,1.11986816354206,0.00603362932529082,"SELP",0.191235053617851
"UBXN8","OK",0.131441717424928,1.11960192512508,0.00607064039744347,"UBXN8",0.191302151302013
"LOC138467542","OK",0.131526539669099,1.11920409388235,0.0060004684146361,"LOC138467542",0.191399621251879
"RP2","OK",0.131529990141316,1.11918791431005,0.00606962497927448,"RP2",0.191399621251879
"LOC138579180","OK",0.13157664105399,1.11896919276685,0.00599068703744516,"LOC138579180",0.19145200321783
"MAP3K14","OK",0.131759063447524,1.11811442376799,0.0060581220266334,"MAP3K14",0.191690973159863
"MPI","OK",0.131762209263808,1.1180996907126,0.00607779381028457,"MPI",0.191690973159863
"LOC138576361","OK",0.132065413118569,1.11668080892788,0.00577746176068503,"LOC138576361",0.19211652827173
"EFR3B","OK",0.132538595157213,1.11447097324081,0.00604981541988557,"EFR3B",0.192789262989729
"PPP1R14C","OK",0.132557342898577,1.11438353035318,0.00595278542521216,"PPP1R14C",0.19280092690307
"LOC138447686","OK",0.132643030104418,1.11398397801133,0.00591002758363787,"LOC138447686",0.192909942617059
"AP3M2","OK",0.132822007912584,1.11314999247224,0.00602809028163894,"AP3M2",0.193154607282442
"YKT6","OK",0.132918202477281,1.11270207295628,0.00603816809823067,"YKT6",0.193278855681886
"SPX","OK",0.132976528722597,1.11243059182919,0.00508137771226053,"SPX",0.193348023395506
"LOC138516882","OK",0.133143689136477,1.11165299286994,0.00555876140412379,"LOC138516882",0.193575412118324
"LOC138452761","OK",0.133407738992756,1.11042605002502,-0.000266457680250777,"LOC138452761",0.19375552167646
"LOC138481766","OK",0.133407738992697,1.11042605002529,-0.000266457680250768,"LOC138481766",0.19375552167646
"LOC138487760","OK",0.133407738992924,1.11042605002424,-0.000266457680250776,"LOC138487760",0.19375552167646
"LOC138510379","OK",0.13340773899284,1.11042605002463,-0.000266457680250777,"LOC138510379",0.19375552167646
"LOC138512974","OK",0.133407738992697,1.11042605002529,-0.000266457680250768,"LOC138512974",0.19375552167646
"LOC138515602","OK",0.133407738992756,1.11042605002502,-0.000266457680250777,"LOC138515602",0.19375552167646
"LOC138528276","OK",0.133407738992924,1.11042605002424,-0.000266457680250776,"LOC138528276",0.19375552167646
"LOC138581907","OK",0.133407738992794,1.11042605002484,-0.000266457680250797,"LOC138581907",0.19375552167646
"PDZK1","OK",0.133407738992845,1.11042605002461,-0.000266457680250779,"PDZK1",0.19375552167646
"RGS21","OK",0.13340773899267,1.11042605002542,-0.000266457680250776,"RGS21",0.19375552167646
"SYNPO2L","OK",0.133407738992728,1.11042605002515,-0.000266457680250784,"SYNPO2L",0.19375552167646
"LOC138510509","OK",0.133407738992844,1.11042605002461,-0.000266457680250779,"LOC138510509",0.19375552167646
"LOC138512922","OK",0.133407738992726,1.11042605002516,-0.000266457680250783,"LOC138512922",0.19375552167646
"LOC138521766","OK",0.133659225975566,1.10925903444309,0.00558771157866175,"LOC138521766",0.194092298484852
"NDUFAF7","OK",0.13366122391486,1.10924976913147,0.00583255830258459,"NDUFAF7",0.194092298484852
"LOC138503572","OK",0.133851239215286,1.10836902050274,0.00573991811095927,"LOC138503572",0.194352518479209
"GBA1","OK",0.134257033093439,1.10649097959181,0.00599885337293076,"GBA1",0.19492598244236
"FNTB","OK",0.134391121696527,1.105871265849,0.006001950081859,"FNTB",0.195104900378622
"TTI1","OK",0.134405966457492,1.10580268431966,0.00597147538593931,"TTI1",0.195110688847332
"DCTN4","OK",0.134495386660556,1.10538968058624,0.00600932982858556,"DCTN4",0.195224725225379
"DUSP22","OK",0.13455630464416,1.10510842756473,0.00596417608985273,"DUSP22",0.195297374562277
"OSR1","OK",0.134688612095885,1.10449787650489,0.00585947915081017,"OSR1",0.195473619719193
"FAM174A","OK",0.134735735521427,1.10428051834108,0.00600299924461873,"FAM174A",0.195526218793511
"TMEM134","OK",0.134775343683192,1.10409786489493,0.00594808133450005,"TMEM134",0.195567904230214
"CD74","OK",0.134793785365738,1.10401283345255,0.00598300393678295,"CD74",0.19557887145921
"TMEM200B","OK",0.13480550719994,1.10395879023004,0.00595811020026474,"TMEM200B",0.195580087549081
"LOC138489636","OK",0.13481698370481,1.10390588121585,0.00587218482374133,"LOC138489636",0.195580947539795
"ZNF691","OK",0.134973244305482,1.10318579541861,0.00585705115984139,"ZNF691",0.195791830817687
"CPNE7","OK",0.13505850521927,1.10279313406669,0.00587397696009032,"CPNE7",0.19589969640732
"LOC138552212","OK",0.13536350632312,1.10138986933724,0.00553828212894701,"LOC138552212",0.196326247669609
"CCDC117","OK",0.135394628452271,1.10124680296184,0.00597374569164053,"CCDC117",0.196355538155702
"PWWP3A","OK",0.135483506207012,1.10083836182863,0.00597128263997833,"PWWP3A",0.196468577028729
"FUT4","OK",0.135559460084978,1.10048945834218,0.00595850708939503,"FUT4",0.196562857881631
"RBM15B","OK",0.13575005011615,1.09961454887115,0.00595203937303429,"RBM15B",0.196823333918607
"LOC138572406","OK",0.135766961412337,1.09953695769093,0.00587605753481856,"LOC138572406",0.196831972293642
"LOC138468343","OK",0.135783218633823,1.09946237372876,0.00579935243309432,"LOC138468343",0.196839661088238
"ERN2","OK",0.135827124013082,1.09926097766679,0.00594685488765317,"ERN2",0.196887425870379
"LOC138528844","OK",0.136042197259863,1.0982750699441,0.00520617098087914,"LOC138528844",0.197183278331969
"LSG1","OK",0.136240446332387,1.09736722976683,0.00595064653420115,"LSG1",0.197454699620372
"LOC138497259","OK",0.136285513498111,1.09716098023825,0.0058956385078582,"LOC138497259",0.197488160435534
"LOC138582964","OK",0.136283441458146,1.09717046188924,0.00580691851689715,"LOC138582964",0.197488160435534
"LOC138514144","OK",0.13653255686009,1.0960312163972,0.00572294793151052,"LOC138514144",0.19783019245088
"SLC1A2","OK",0.136556170327767,1.09592330194295,0.0056394431014606,"SLC1A2",0.197848454469884
"PCGF1","OK",0.136650684988059,1.09549149403127,0.00588596306387573,"PCGF1",0.197969429960934
"EPM2A","OK",0.136755979607639,1.0950106762704,0.00591163271025552,"EPM2A",0.19810600189837
"LOC138513223","OK",0.136803929828839,1.09479180006279,0.00581625795240364,"LOC138513223",0.198159488878304
"DNAJC24","OK",0.136926715121287,1.09423156655038,0.00591340738596894,"DNAJC24",0.198321356551102
"TTPA","OK",0.136988859453559,1.0939481509249,0.00590062220727579,"TTPA",0.198395374305324
"AGO1","OK",0.137028633458334,1.09376680358891,0.00591588371381403,"AGO1",0.198436984708378
"D7","OK",0.137156491519471,1.09318408547747,0.00589382896977633,"D7",0.198606136390402
"CLDN12","OK",0.137288188118702,1.09258426091017,0.00590847531866347,"CLDN12",0.198764803455775
"CRADD","OK",0.137284966727676,1.092598928349,0.00586728642900457,"CRADD",0.198764803455775
"FNDC4","OK",0.137409176093103,1.09203355602775,0.00579028306258528,"FNDC4",0.198923942189081
"CFAP58","OK",0.137442458543368,1.09188212129386,0.00560010471818019,"CFAP58",0.198956096344797
"RNLS","OK",0.137690199845674,1.0907556874123,0.00592026004393325,"RNLS",0.199298662201108
"ARL10","OK",0.137885880246818,1.08986694216764,0.00577541481054865,"ARL10",0.199565823778618
"THAP3","OK",0.138000745321475,1.08934564636239,0.00589900346374275,"THAP3",0.199715985618661
"LOC138472195","OK",0.138228727738757,1.0883118624387,0.00555049890048549,"LOC138472195",0.200029814580888
"GTDC1","OK",0.138380040560147,1.08762637766183,0.00544783134016522,"GTDC1",0.200232653906583
"ZNF232","OK",0.138702778229862,1.08616600050902,0.00583365426080761,"ZNF232",0.200683488308424
"TLNRD1","OK",0.138717785899719,1.08609814766047,0.00588127770590305,"TLNRD1",0.200689043766038
"C7PH2orf49","OK",0.138792540424239,1.08576024111008,0.00588656037803069,"C7PH2orf49",0.200765088491073
"LOC138521695","OK",0.138792693062026,1.08575955128124,0.00584294051276383,"LOC138521695",0.200765088491073
"GLYCTK","OK",0.13891196712846,1.08522066377428,0.00578065654340556,"GLYCTK",0.200921446337606
"HIBCH","OK",0.138948762269595,1.08505448467591,0.00588963182177896,"HIBCH",0.2009584915883
"CABLES1","OK",0.139121912127205,1.08427288426113,0.00588477209610713,"CABLES1",0.20119272178705
"LOC138527448","OK",0.139301817756703,1.08346148925143,0.00582272942751116,"LOC138527448",0.201436683438316
"CYB561D1","OK",0.139338114156204,1.08329787478437,0.0056488189830323,"CYB561D1",0.201472957144109
"SH2D4A","OK",0.139386699633452,1.08307890981853,0.00542569174672915,"SH2D4A",0.201526992711653
"SLC44A4","OK",0.13946340107868,1.08273333750601,0.0055793886765994,"SLC44A4",0.201621666724368
"LRRN2","OK",0.139514604836434,1.0825027149653,0.00584319270605896,"LRRN2",0.201679466568315
"LOC138582316","OK",0.139548535283008,1.08234992340499,0.00581311598386601,"LOC138582316",0.20171228917597
"LOC138515714","OK",0.139892726369372,1.08080142886314,0.00582124898757252,"LOC138515714",0.202193540807337
"SUPT20H","OK",0.140100482795576,1.07986799842819,0.00584748335854203,"SUPT20H",0.202477535454118
"SNX5","OK",0.140118425542532,1.07978742745569,0.00585657793813921,"SNX5",0.202487181905854
"LOC138521340","OK",0.140292490957419,1.07900615931256,0.00576729221265296,"LOC138521340",0.202722423810294
"LOC138522088","OK",0.140372684253835,1.0786464444919,0.0057591111658537,"LOC138522088",0.20282199373172
"FAM117A","OK",0.140423498091013,1.07841858630933,0.0058294960768429,"FAM117A",0.202879101197581
"POU6F1","OK",0.140589879435049,1.07767289460811,0.00578744362967783,"POU6F1",0.203103154067677
"EREG","OK",0.140688083175387,1.07723304393676,0.00579637344179267,"EREG",0.203228686066054
"PDK1","OK",0.140886997826448,1.07634275108134,0.00548282710394992,"PDK1",0.203499666501187
